item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,price_is_starting,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,extraction_evidence,review_status
SEA010-AI-015,SEA010,Matcha Jelly Milkshake,Matcha Smoothie,Original,,True,,9.75,9.75,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,chocolate sauce and a Biscoff cookie. - $9.75,Reviewed
SEA010-AI-016,SEA010,Matcha Soda,Matcha Soda,Original,False,True,Medium,5.99,5.99,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Cold and medium size only. - $5.99,Reviewed
SEA010-AI-017,SEA010,Matcha Soft Serve Soda,Matcha Soda,Vanilla,False,True,Medium,6.99,6.99,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,topped with vanilla soft serve. Cold and medium size only. - $6.99,Reviewed
SEA010-AI-018,SEA010,Matcha Americano,Matcha,Original,,True,,4.99,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Matcha espresso, water. - $4.99+",Reviewed
SEA010-AI-019,SEA010,Matcha Top Grade Espresso Shot,Matcha,Original,True,,,5.0,5.0,False,,Top Grade; Ceremonial,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,2 ounces of top grade ceremonial matcha powder whisked into hot water. - $5.00,Reviewed
SEA010-AI-020,SEA010,Matcha Mochi Parfait,Matcha Dessert,Original,,,,12.5,12.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"matcha ice cream, vanilla soft serve ice cream, corn flakes, red bean paste, mochi - $12.50",Reviewed
SEA010-AI-021,SEA010,Matcha Warabimochi Parfait,Matcha Dessert,Original,,,,12.5,12.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"matcha ice cream, vanilla soft serve, corn flakes, red bean paste, warabimochi - $12.50",Reviewed
SEA010-AI-022,SEA010,25th Year Matcha Anniversary Parfait,Matcha Dessert,Original,,,,15.5,15.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Matcha jelly, chocolate sauce, matcha ice cream, matcha whipped cream - $15.50",Reviewed
SEA010-AI-023,SEA010,Matcha Ice Cream - Pint,Matcha Dessert,Original,,,Pint,12.75,12.75,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,1 pint of matcha ice cream. - $12.75,Reviewed
SEA010-AI-024,SEA010,Matcha Roll Cake,Matcha Dessert,Original,,,,7.5,7.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Matcha sponge cake filled with whipped cream and concentrated matcha cream. - $7.50,Reviewed
SEA010-AI-025,SEA010,Matcha Red Bean Roll Cake,Matcha Dessert,Red Bean,,,,7.5,7.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Matcha sponge cake filled with red bean whipped cream. - $7.50,Reviewed
SEA010-AI-026,SEA010,Matcha Chocolate Cake,Matcha Dessert,Chocolate,,,,7.5,7.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Rich matcha white chocolate cake. - $7.50,Reviewed
SEA010-AI-027,SEA010,Matcha Burnt Basque Cheesecake,Matcha Dessert,Original,,,,8.25,8.25,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Light and creamy matcha cheesecake with a toasted outer layer. - $8.25,Reviewed
SEA010-AI-028,SEA010,Matcha Cream Puff,Matcha Dessert,Original,,,,7.25,7.25,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Cream puff with matcha custard cream. - $7.25,Reviewed
SEA010-AI-029,SEA010,Matcha Tiramisu,Matcha Dessert,Original,,,,8.5,8.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Layers of matcha sponge cake and mascarpone cream, topped with matcha white chocolate shavings. - $8.50",Reviewed
SEA010-AI-030,SEA010,Matcha Cream Cheese Pound Cake,Matcha Dessert,Original,,,,5.0,5.0,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Marbled matcha and cream cheese pound cake slice. - $5.00,Reviewed
SEA010-AI-031,SEA010,Matcha Muffin w/ Red Bean,Matcha Dessert,Red Bean,,,,5.0,5.0,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Matcha muffin, red bean center, cookie crumble top. - $5.00",Reviewed
